Key,en,ko,ja
Event_ResultB1_10010,"Dorothy stared at it for a moment before speaking.\n<gr_BK>""I don't think you're a dragon...""</gr_BK>\n\nIt said nothing.\nIt simply gazed at its own reflection upon the water.\n""Is that so...?""\n""Then... not yet.""\n\nIn that instant,\nthe energy that had been rising toward the heavens vanished.\nThe light surrounding the jade-hued creature scattered,\nand the small horns upon its head once again faded into obscurity.\n\n""I have waited for so long.""\n""Even at the very end...""\n""I could not believe in myself....""\n\nThe <gr_BK>serpent that had lost its light</gr_BK> quietly disappeared beneath the water.","도로시는 잠시 그것을 바라보다 말했다./n<gr_BK>""너는 용이 아닌 것 같아...""</gr_BK>/n/n그것은 아무 말도 하지 않았다./n그저 물 위에 비친 자신의 모습을 바라보았다./n""그런가...""/n""역시 아직인가.""/n/n순간,/n하늘을 향해 피어오르던 기운이 사라졌다./n옥빛의 생명체 주변을 감싸던 빛은 흩어지고,/n머리 위에 돋아난 작은 뿔은 다시 희미해졌다./n/n""긴 시간을 기다렸는데.""/n""마지막 순간에도."" /n""나 자신을 믿지 못했구나....""/n/n<gr_B>빛을 잃은 뱀</gr_B>은 조용히 물속으로 모습을 감췄다.",ドロシーはしばらくそれを見つめてから、口を開いた。\n<gr_BK>「あなたは、龍ではないと思う…」</gr_BK>\n\nそれは何も言わなかった。\nただ、水面に映る己の姿を見つめていた。\n「そうか…」\n「やはり、まだなのか。」\n\nその瞬間、\n天へと昇りかけていた気配が消えた。\n翡翠色の生き物を包んでいた光は散り、\n頭上に生えていた小さな角も、再び淡く消えかけた。\n\n「長き時を、待ち続けたというのに。」\n「最後の瞬間でさえ…」\n「我は、自らを信じることができなかったのだな…。」\n\n<gr_BK>光を失った蛇</gr_BK>は、静かに水の中へと姿を消した。
Event_ResultB2_10010,""" """,""" """,""" """
Event_Title_10011,The Last Page,마지막 장,最後のページ
Event_Desc_10011,"The party came across a fork in the road while following the path.\n\nBeside it stood an old tree stump,\nwith a single <gr_BK>old book</gr_BK> lying there by itself.\nThe cover was so worn that even its title was unreadable,\nbut the first page had been left open,\nas if someone had only just stopped reading.\n\nA single sentence was written on the first page.\n""Wouldn't it be more interesting to see the ending right away,\nrather than read through a boring middle story?""\nA little further down,\na small line of writing continued, as if someone had added it in pencil.\n<gr_Y>""isn't the ending what really matters?""</gr_Y>\n\nSophia picked up the book.\n""I've never seen this book before.""\nLeon shrugged.\n""I can't tell if it's telling us to read it or not.""\n\nEven though there wasn't a breeze,\nthe final page of the book slowly fluttered.\nAs if it were waiting to be opened.","길을 따라 가던 도중,\n갈림길을 마주쳤다.\n\n그 옆에는 오래된 그루터기가 있고,\n<gr_BK>낡은 책</gr_BK> 한 권이 홀로 놓여 있었다.\n표지는 닳아 제목조차 읽을 수 없었지만,\n누군가 방금 읽다 만 것처럼 첫 장이 펼쳐져 있었다.\n\n첫 페이지에는 단 한 줄의 문장이 적혀 있었다.\n""지루한 중간 이야기를 읽는 것보다, \n바로 결말을 보는 편이 더 재미있지 않을까?""\n약간 더 아래에는,\n누군가 연필로 덧쓴 듯한 작은 글씨가 이어져 있었다.\n<gr_Y>""결국 중요한 건 결말이잖아?""</gr_Y>\n\n소피아가 책을 집어 들었다.\n""이건 처음 보는 책인데?""\n레온이 어깨를 으쓱했다.\n""읽으라는 건지, 말라는 건지 모르겠네.""\n\n책은 바람 한 점 없는데도,\n마지막 장이 천천히 들썩였다.\n마치 펼쳐지기를 기다리는 것처럼.",道を進んでいる途中、\n一行は分かれ道に差しかかった。\n\nその傍らには古びた切り株があり、\n<gr_BK>古びた本</gr_BK>が一冊だけぽつんと置かれていた。\n表紙は擦り切れ、題名すら読むことができなかったが、\nまるで誰かがついさっきまで読んでいたかのように、最初のページが開かれていた。\n\n最初のページには、たった一行の文章が記されていた。\n「退屈な中盤の物語を読むより、\nすぐに結末を見たほうが面白いんじゃないか？」\nその少し下には、\n誰かが鉛筆で書き足したような小さな文字が続いていた。\n<gr_Y>「結局、大事なのは結末だろう？」</gr_Y>\n\nソフィアが本を手に取った。\n「この本、初めて見るんだけど？」\nレオンは肩をすくめた。\n「読めってことなのか、読むなってことなのか分からないな。」\n\n風など一切吹いていないというのに、\n本の最後のページがゆっくりと揺れた。\nまるで、開かれるのを待っているかのように。
Event_OptionA_10011,Turn to the last page,마지막 장으로 넘긴다.,最後のページまでめくる
Event_ResultA1_10011,"The moment the book was turned to the last page,\nthe scenery around them began to turn like the pages of a book.\n\nThe forest.\nThe path.\nThe pond.\n\nEverything flashed past as quickly as turning pages.\nWhen they closed their eyes for a moment and opened them again,\ntheir destination was visible in the distance.\nBefore they knew it, the party was standing much farther away.\n\nLeon stared blankly over his shoulder.\n""Just now...""\n""What happened?""","책을 마지막 페이지로 넘기는 순간,\n주변 풍경이 종이처럼 넘어가기 시작했다.\n\n숲.\n길.\n연못.\n\n모든 것이 페이지를 넘기듯 빠르게 스쳐 지나갔다.\n잠시 눈을 감았다가 다시 뜨자,\n멀리 목적지가 보였다.\n일행은 어느새 훨씬 먼 곳에 서 있었다.\n\n레온이 멍하니 뒤를 돌아봤다.\n""방금...""\n""무슨 일이 일어난 거지?""",本を最後のページまでめくった瞬間、\n周囲の景色が紙のページのようにめくれ始めた。\n\n森。\n道。\n池。\n\nすべてがページをめくるように、瞬く間に過ぎ去っていった。\nしばらく目を閉じてから再び開くと、\n遠くに目的地が見えた。\n一行はいつの間にか、はるか遠くの場所に立っていた。\n\nレオンは呆然としたまま、後ろを振り返った。\n「今の……」\n「いったい、何が起きたんだ？」
Event_ResultA2_10011,""" """,""" """,""" """
Event_OptionB_10011,Read the Book from the Beginning,책을 처음부터 다 읽는다.,本を最初から最後まで読む
Event_ResultB1_10011,"Dorothy settled down on a tree stump and said,\n""A Book..."" \n""Should be read from beginning to end.""\n\nShe slowly turned the first page.\nOne page.\nThen another.\nA short fairy tale.\nAn ordinary journey.\nStories of people whose names were never even remembered.\nSometimes, even sentences that seemed to have no meaning at all.\n\nWhen she had read every page and reached the final chapter,\nnew words appeared on the blank final line, as if ink were spreading across the page.\n<gr_O>""To you who have read until the very end, my heartfelt thanks.""</gr_O>\nAt the same moment, an old bookmark slipped out from between the pages.\nThe moment Dorothy picked it up,\nthe book turned into scraps of old paper,\nscattered in the wind and vanished.","도로시는 그루터기에 자리를 잡으며 말했다.\n""이야기는.""\n""처음부터 끝까지 읽어야 하니까.""\n\n천천히 첫 페이지를 넘겼다.\n한 장.\n또 한 장.\n짧은 동화.\n평범한 여행.\n이름조차 남지 않은 사람들의 이야기.\n때로는 아무 의미 없어 보이는 문장까지.\n\n모든 페이지를 읽고 마지막 장에 다다르자,\n비어 있던 마지막 줄에 잉크가 번지듯 새로운 글이 나타났다.\n<gr_O>""끝까지 읽어 준 당신에게, 진심으로 감사드립니다.""</gr_O>\n그와 동시에 책 사이에서 낡은 책갈피 하나가 미끄러져 나왔다.\n도로시가 그것을 집어 드는 순간,\n책은 오래된 종잇조각이 되어 바람에 흩날리며 사라졌다.",ドロシーは切り株に腰を下ろしながら言った。\n「物語は……」\n「最初から最後まで読まないといけないから。」\n\nゆっくりと最初のページをめくった。\n一枚。\nまた一枚。\n短い童話。\nありふれた旅。\n名前すら残されなかった人々の物語。\n時には、何の意味もないように思える文章まで。\n\nすべてのページを読み終え、最後の章にたどり着くと、\n空白だった最後の行に、インクがにじむように新たな文字が現れた。\n<gr_O>「最後まで読んでくださったあなたに、心から感謝します。」</gr_O>\nそれと同時に、本の間から古びたしおりが一枚滑り落ちてきた。\nドロシーがそれを拾い上げた瞬間、\n本は古びた紙片となり、風に舞いながら消えていった。
Event_ResultB2_10011,""" """,""" """,""" """
Event_Title_10012,Let's Be Friends,친구하자,友達になろう
Event_Desc_10012,"Suddenly, snow began to fall.\nIt was snow that did not belong to this season.\nBefore long, the whole forest began to glow with\n<gr_SB>a soft white light</gr_SB>.\n\nFollowing the snowflakes deeper into the woods,\na small clearing emerged between the trees.\n\nStanding there was <gr_SB>a young girl</gr_SB>.\nHer hair was as white as fresh snow.\nHer clothes were white as well.\nAnd behind her, swaying slowly from side to side,\nwere nine great white tails.\n\nThe girl gazed at a snowflake resting upon her fingertip.\nWhen she noticed the party, she turned her gaze toward them.\nAfter looking at them for a moment,\nshe finally met Dorothy's eyes.\n\nThe girl slowly opened her mouth.\n<gr_SB>""Will you be my friend?""</gr_SB>\nThen, in a small and careful voice, she added,\n""I don't have many friends, you see.""","갑자기 눈이 내리기 시작했다.\n계절과는 어울리지 않는 눈이었다.\n그리고 얼마 지나지 않아 숲 전체가\n<gr_SB>옅은 흰색 빛</gr_SB>으로 물들기 시작했다.\n\n눈송이를 따라 숲 안쪽으로 들어가자,\n나무 사이로 작은 공간이 나타났다.\n\n그곳에는 <gr_SB>한 소녀</gr_SB>가 서 있었다.\n새하얀 머리카락.\n눈처럼 흰 옷.\n그리고 소녀의 등 뒤에서 천천히 흔들리는,\n아홉 개의 커다란 흰 꼬리.\n\n소녀는 손끝에 내려앉은 눈을 바라보고 있었다.\n그녀는 일행을 발견하자 시선을 돌렸다. \n그리고 천천히 일행을 바라보다,\n도로시와 눈이 마주쳤다.\n\n소녀가 조심스럽게 입을 열었다.\n<gr_SB>""설미랑 친구할래?""</gr_SB>\n그리고 조심스럽게 덧붙였다.\n""설미는 친구가 있었으면 좋겠어""",突然、雪が降り始めた。\n季節には似つかわしくない雪だった。\nそしてほどなくして、森全体が\n<gr_SB>淡い白い光</gr_SB>に染まり始めた。\n\n舞い落ちる雪を追って森の奥へ進むと、\n木々の間に小さな空間が現れた。\n\nそこには<gr_SB>一人の少女</gr_SB>が立っていた。\n真っ白な髪。\n雪のように白い服。\nそして少女の背後でゆっくりと揺れる、\n九本の大きな白い尾。\n\n少女は指先に舞い降りた雪を見つめていた。\n一行に気づくと、少女は視線をそちらへ向けた。\nそしてゆっくりと一行を見つめ、\nドロシーと目が合った。\n\n少女はおずおずと口を開いた。\n<gr_SB>「セツミと友達にならない？」</gr_SB>\nそして、ためらうように付け加えた。\n「セツミは、友達があまりいないから。」
Event_OptionA_10012,Let's be friends,좋아. 친구하자.,友達になろう
Event_ResultA1_10012,"""Really?""\nThe girl broke into a bright smile and suddenly grabbed Dorothy's hand.\n\nThey spent the whole day together,\nbuilding snowmen.\nHaving snowball fights.\nRunning through the snow until they completely lost track of time.\n\nBut...\nWhenever the white-haired girl ran about,\nthe air around them grew colder and colder.\nDorothy laughed as she warmed her hands with her breath.\n""It's cold...""\nLeon shivered from head to toe.\n\nAs the sun began to sink.\nThe girl took out <gr_SB>a small glass bauble</gr_SB> from her arms.\nInside the bauble, tiny snowflakes drifted endlessly through the air.\n""This is a token of our friendship.""\n""You must never lose it!""\nThe girl waved her hand and disappeared into the snowstorm.","""정말?""\n소녀는 활짝 웃으며 도로시의 손을 덥석 붙잡았다.\n\n그날 하루,\n눈사람을 만들고.\n눈싸움을 하고.\n눈 위를 뛰어다니며 시간 가는 줄도 몰랐다.\n\n하지만...\n하얀 소녀가 뛰어다닐 때마다 주변 공기는 점점 차가워졌다.\n도로시는 양손을 입김으로 녹이며 웃었다.\n""춥다...""\n레온은 몸을 덜덜 떨었다.\n\n해가 기울 무렵.\n소녀는 품에서 <gr_SB>작은 유리 방울</gr_SB> 하나를 꺼냈다.\n방울 안에는 작은 눈송이가 끝없이 흩날리고 있었다.\n""이건 친구의 증표야.""\n""절대 잃어버리면 안 돼!""\n소녀는 손을 흔들며 눈보라 속으로 사라졌다.",「本当？」\n少女はぱっと笑顔になり、ドロシーの手をぎゅっと握った。\n\nその日は一日中、\n雪だるまを作ったり。\n雪合戦をしたり。\n雪の上を走り回ったりして、時間が経つのも忘れていた。\n\nけれど……\n白い髪の少女が走り回るたびに、周囲の空気は少しずつ冷たくなっていった。\nドロシーは両手に息を吹きかけながら笑った。\n「寒い……」\nレオンはぶるぶると身を震わせた。\n\n日が傾き始めた頃。\n少女は懐から<gr_SB>小さなガラス玉</gr_SB>を一つ取り出した。\nその中では、小さな雪の結晶が絶え間なく舞い続けていた。\n「これは友達の証だよ。」\n「絶対になくしちゃだめだからね！」\n少女は手を振りながら、吹雪の中へと消えていった。
Event_ResultA2_10012,""" """,""" """,""" """
Event_OptionB_10012,Refuses,거절한다.,断る
Event_ResultB1_10012,"Dorothy lowered her head with an apologetic face.\nThe girl's fox-like ears slowly drooped.\n<gr_B>""...You don't want to be my friend?""</gr_B>\n\nFor a long while, the girl said nothing.\nAt last, she lowered her gaze.\n""...I understand.""\n\nJust as Kyla was about to speak,\na sudden blizzard swept through the clearing.\nCountless white snowflakes swallowed the girl's figure,\nveiling her from sight.\nDorothy tried to look beyond the swirling snow,\nbut could no longer make out even the expression on her face.\n\nBy the time the storm finally began to fade,\nthe girl was already gone.\nEven the snow covering the ground\nmelted away as though it had never existed.\nKyla let out a quiet sigh.\n""...I can't help feeling sorry for her.""","소녀의 뾰족 솟은 귀가 축 늘어졌다.\n<gr_B>""친구, 하기 싫어?”</gr_B>\n도로시는 미안한 표정으로 고개를 끄덕였다.\n\n소녀는 한동안 말없이 서 있었다.\n이윽고 작게 고개를 숙였다.\n""알겠어....""\n\n안쓰러운 표정으로 지켜보고 있던 카일라가 말을 꺼내려는 순간.\n갑자기 눈보라가 거세게 몰아쳤다.\n새하얀 눈송이가 시야를 가득 메우며 소녀의 모습을 집어삼켰다.\n도로시는 눈보라 너머로 소녀의 얼굴을 바라보려 했지만,\n이제는 어떤 표정을 짓고 있는지조차 확인할 수 없었다.\n\n눈보라가 조금씩 잦아들 무렵,\n그 자리에 소녀의 모습은 이미 사라지고 없었다.\n지면을 덮고 있던 눈도 거짓말처럼 녹아내렸다.\n카일라가 작게 한숨을 쉬었다.\n""조금 미안하네요...""",ドロシーは申し訳なさそうに首を横に振った。\n少女のとがった耳が、しゅんと垂れ下がる。\n<gr_B>「……友だちに、なりたくないの？」</gr_B>\n\n少女はしばらく何も言わなかった。\nやがて小さくうつむき、\n「……わかった。」とだけ呟いた。\n\n気の毒そうに見守っていたカイラが声をかけようとした、その瞬間。\n突然、激しい吹雪が森を包み込んだ。\n真っ白な雪が視界を埋め尽くし、\n少女の姿を飲み込んでいく。\nドロシーは吹雪の向こうを見つめたが、\nもうどんな表情をしているのかさえ分からなかった。\n\n吹雪が少しずつ静まる頃には、\n少女の姿はもうどこにもなかった。\n地面を覆っていた雪は、まるで幻だったかのように溶け去っていた。\nカイラは小さくため息をついた。\n「少し……申し訳ない気持ちになりますね。」
Event_ResultB2_10012,""" """,""" """,""" """
Event_Title_10013,The Lost Token,잃어버린 증표,失われた証
Event_Desc_10013,"A few days had passed since party met the snow white-haired girl.\nEven as they traveled,\nDorothy would sometimes glance at the <gr_SB>small glass bauble</gr_SB> hanging from her waist.\nInside the bauble, a tiny snowflake kept spinning around and around.\nWhenever they lit up a fire, the flames seemed to go out more easily than usual.\nBut whenever they walked along snowy paths, the cold felt strangely less harsh.\n\nAs usual, the party was walking along a forest path.\nSuddenly, Dorothy stopped.\n""Huh...?""\nShe looked down at her waist,\nbut the glass bauble that had been hanging there was nowhere to be seen.\nDorothy quickly looked around.\n<gr_BK>""The glass bauble is gone.""</gr_BK>\nLeon also turned to look back at the path they had just traveled.\n""Was it there just a moment ago?""\nDorothy nodded.\n\nDorothy looked back at the path they had come from.\nShe remembered the small glass bauble the girl had given her with a smile.\nAnd then she remembered what the girl had said when she gave it to her.","새하얀 소녀를 만난 이후로 며칠이 지났다.\n도로시는 여행을 도중에도 가끔 허리춤에 매달린 <gr_SB>작은 유리 구슬</gr_SB>을 바라보곤 했다.\n구슬 안에서는 작은 눈송이가 끊임없이 빙글빙글 돌고 있었다.\n불을 피울 때면 불꽃이 평소보다 쉽게 꺼졌고,\n반대로 눈이 깔린 길을 지날 때면 이상할 정도로 추위가 덜 느껴졌다.\n\n평소와 같이 일행은 숲길을 따라 걷고 있었다.\n도로시가 문득 걸음을 멈췄다.\n""어...?""\n허리춤을 바라보았지만,\n분명 매달아 두었던 유리 구슬이 보이지 않았다.\n도로시는 급히 주변을 살폈다.\n<gr_BK>""유리 구슬이 없어""</gr_BK>\n레온도 지나온 길을 돌아보았다.\n""방금까지는 있었던 거야?""\n도로시는 고개를 끄덕였다.\n\n도로시는 자신이 지나온 길을 바라보았다.\n소녀가 웃으며 건네주었던 작은 유리 구슬.\n그리고 그것을 건네며 했던 말이 떠올랐다.",真っ白な少女と出会ってから、数日が経っていた。\n旅の途中、ドロシーは時折、腰にぶら下げた<gr_SB>小さなガラス玉</gr_SB>を眺めていた。\nガラス玉の中では、小さな雪の結晶が絶えずくるくると回っていた。\n火を起こすと、炎はいつもより簡単に消えてしまい、\n反対に雪の積もった道を歩くと、不思議なほど寒さを感じなかった。\n\nいつものように、一行は森の道を歩いていた。\nドロシーがふと足を止めた。\n「えっ…？」\n腰元を見たが、\n確かにぶら下げていたはずのガラス玉が見当たらなかった。\nドロシーは慌てて辺りを見回した。\n<gr_BK>「ガラス玉がない」</gr_BK>\nレオンも、今まで歩いてきた道を振り返った。\n「さっきまではあったのか？」\nドロシーはうなずいた。\n\nドロシーは、自分たちが歩いてきた道を見つめた。\n少女が笑顔で渡してくれた、小さなガラス玉。\nそして、それを渡すときに少女が言った言葉を思い出した。
Event_OptionA_10013,Go back the Way we came from,지나온 길을 돌아가 본다.,来た道を引き返してみる
Event_ResultA1_10013,"The party slowly retraced their steps.\nAfter searching for a long while, they finally found the token,\ncaught on a branch beside the path.\n\nAs Dorothy picked it up,\na <wave_gr_SB>tiny snowflake</wave_gr_SB> began spinning inside the glass bauble.\n\nThen,\na very small voice came from somewhere nearby.\n""I'm glad.""\nDorothy looked up,\nbut there was no one in the forest, where a thin layer of frost had settled.","일행은 지나온 길을 따라 천천히 되돌아갔다.\n한참을 찾아도 보이지 않던 증표는,\n길 한쪽의 나뭇가지에 걸려 있었다.\n\n도로시가 그것을 집어 들자.\n유리 구슬 안에서 <wave_gr_SB>작은 눈송이</wave_gr_SB>가 빙글빙글 돌았다.\n\n그때,\n어디선가 아주 작은 목소리가 들려왔다.\n""다행이다.""\n도로시가 고개를 들었지만,\n서리가 살짝 내린 숲에는 아무도 없었다.",一行は、歩いてきた道をゆっくりと引き返した。\nしばらく探しても見つからなかった証を、\n道の脇の木の枝に引っかかっているのを見つけた。\n\nドロシーがそれを拾い上げると、\nガラス玉の中で<wave_gr_SB>小さな雪の結晶</wave_gr_SB>がくるくると回った。\n\nそのとき、\nどこからか、とても小さな声が聞こえてきた。\n「よかった。」\nドロシーが顔を上げたが、\n薄く霜の降りた森には、誰もいなかった。
Event_ResultA2_10013,""" """,""" """,""" """
Event_OptionB_10013,Move on to next destination,더 이상 찾지 않고 길을 떠난다.,諦めて移動する
Event_ResultB1_10013,"Dorothy searched until dusk,\nbut in the end, the token was nowhere to be found.\nWith a sorrowful heart, Dorothy slowly turned away and began to leave.\n\nJust then.\nA cold wind swept through from beyond the forest.\nCarried upon the wind, a <gr_SB>single snowflake</gr_SB> settled upon the back of Dorothy's hand.\nAnd from somewhere far in the distance,\na soft voice reached her ears.\n""It's all right.""\n\nDorothy turned around, but\nthere was no one to be seen in the dark forest.\nThe snowflake resting upon her hand soon melted into a single drop of water and disappeared.\nFor a while, only the lingering chill remained upon her skin.","한참을 찾아보았지만,\n결국 증표는 발견하지 못했다.\n도로시는 아쉬운 마음을 삼키며 천천히 발걸음을 돌렸다.\n\n그 순간.\n숲 너머에서 차가운 바람이 불어왔다.\n바람에 실려 온 <gr_SB>눈송이 하나</gr_SB>가 도로시의 손등에 내려앉았다.\n그리고 아주 먼 곳에서,\n누군가의 작은 목소리가 들려왔다.\n""괜찮아.""\n\n도로시가 뒤를 돌아보았지만,\n어두운 숲에는 아무도 없었다.\n손등 위의 눈송이는 이내 물방울이 되어 사라졌다.\n차가운 감촉만이 한동안 손등에 남아 있었다.",日が暮れるまで探したが、\n結局、証は見つからなかった。\nドロシーは名残惜しさを胸の奥にしまい込み、ゆっくりと踵を返した。\n\nその時。\n森の向こうから、冷たい風が吹き抜けた。\n風に運ばれてきた<gr_SB>ひとひらの雪</gr_SB>が、ドロシーの手の甲に舞い降りた。\nそして、はるか遠くから、\n誰かの小さな声が聞こえてきた。\n「大丈夫だよ。」\n\nドロシーが振り返ったが、\n暗い森には誰の姿もなかった。\n手の甲に残った雪は、やがて一滴の雫となって消えていった。\n冷たい感触だけが、しばらくの間、手の甲に残っていた。
Event_ResultB2_10013,""" """,""" """,""" """
Event_Title_11003,Merry-Go-Round,메리 고 라운드,メリーゴーラウンド
Event_Desc_11003,"Unable to resist Sophia’s constant pleading, Leon gave in and joined the others on the <gr_RBW>carousel.</gr_RBW>\nYet, even as they rode, his wary eyes remained fixed on the glittering horses.\n<gr_RBW>The gentle music filled the air, soothing both body and mind.</gr_RBW>\nAs if being drawn into a strange illusion, they felt the carousel slowly come to a stop.","계속 보채는 소피아를 이기지 못한 레온이 설득 당해 다같이 <gr_RBW>회전목마</gr_RBW>를 탔다.\n하지만 여전히 레온은 의심하는 눈빛으로 반짝이는 말을 바라보고 있다.\n<gr_RBW>음악이 부드럽게 울려 퍼지며, 몸과 마음이 편안해진다.</gr_RBW>\n기묘한 환상 속으로 빨려 들어가는 듯한 기분을 느끼며, 회전 목마가 천천히 멈추었다.",しつこくせがむソフィアに根負けしたレオンは、皆と一緒に<gr_RBW>メリーゴーラウンド</gr_RBW>に乗った。\nそれでも彼は疑わしげな目で輝く馬を見つめ続けていた。\n<gr_RBW>優しい音楽が響き渡り、体も心も穏やかになっていく。</gr_RBW>\n奇妙な幻に吸い込まれるような感覚の中で、メリーゴーラウンドはゆっくりと止まった。
Event_OptionA_11003,Ride the carousel one more time,한 번 더 회전목마를 탄다,もう一度メリーゴーラウンドに乗る
Event_ResultA1_11003,"Unable to resist Sophia’s constant pleading, Leon gave in and joined the others on the carousel.\nYet, even as they rode, his wary eyes remained fixed on the glittering horses.\nThe gentle music filled the air, soothing both body and mind.\n<gr_RBW>As if being drawn into a strange illusion</gr_RBW>, they felt the carousel slowly come to a stop.","계속 보채는 소피아를 이기지 못한 레온이 설득 당해 다같이 회전목마를 탔다.\n하지만 여전히 레온은 의심하는 눈빛으로 반짝이는 말을 바라보고 있다.\n음악이 부드럽게 울려 퍼지며, 몸과 마음이 편안해진다.\n<gr_RBW>기묘한 환상 속으로 빨려 들어가는 듯한 기분</gr_RBW>을 느끼며, 회전 목마가 천천히 멈추었다.",しつこくせがむソフィアに根負けしたレオンは、皆と一緒にメリーゴーラウンドに乗った。\nそれでも彼は疑わしげな目で輝く馬を見つめ続けていた。\n優しい音楽が響き渡り、体も心も穏やかになっていく。\n<gr_RBW>奇妙な幻に吸い込まれるような感覚の中で</gr_RBW>、メリーゴーラウンドはゆっくりと止まった。
Event_ResultA2_11003,"Unable to resist Sophia’s insistence, Leon finally gave in and joined everyone on the carousel.\nYet his suspicious gaze never left the glittering horses.\nThe carousel began to spin faster and faster.\nSuddenly, the music warped into a <gr_P>screeching wail</gr_P>, and with a loud <shake_gr_B>metallic shriek</shake_gr_B>, the entire carousel collapsed.","계속 보채는 소피아를 이기지 못한 레온이 설득 당해 다같이 회전목마를 탔다.\n하지만 여전히 레온은 의심하는 눈빛으로 반짝이는 말을 바라보고 있다.\n회전 목마가 점점 더 빠르게 돌기 시작한다.\n갑자기 <gr_P>음악이 뒤틀리며</gr_P> 비명 같은 소리로 바뀌고,\n회전 목마 전체가 <shake_gr_B>끼이익!</shake_gr_B> 소리를 내며 무너져 내렸다.",しつこくせがむソフィアに押し切られたレオンは、皆と一緒にメリーゴーラウンドに乗った。\nそれでも彼は疑いの目で輝く馬を見つめていた。\nメリーゴーラウンドはどんどん速度を上げていく。\n突然、<gr_P>音楽が歪み悲鳴</gr_P>のような音に変わり、全体が<shake_gr_B>ギィィッ</shake_gr_B>という金属音を立てて\n崩れ落ちた。
Event_OptionB_11003,It feels like they've enjoyed enough,충분히 즐긴 것 같다,もう十分楽しんだ
Event_ResultB1_11003,"Once everyone seemed to have enjoyed themselves enough, the carousel slowly began to lose speed and finally came to a stop.\n\n<gr_RBW>The soft glow</gr_RBW> faded away,\nand the sudden silence made the lingering joy of the ride feel even more vivid.\nSophia and the others stepped off with smiles tinged with a hint of longing.\n\nAt that moment, a <gr_Y>small slip of paper</gr_Y> fell from the carousel's central pillar,\nas if carried by the wind.\nFaint words were written on it:\n\n“If you had fun, please come again.”\n\nAs the wind carried the paper away into the distance,\neveryone paused for a moment, looking at one another with smiles.\nIt had been a short break,\nbut it seemed they had gained enough strength to continue onward.","다들 충분히 즐긴 것 같다고 느끼자 회전목마는 천천히 속도를 낮추다 이내 멈추었다.\n\n <gr_RBW>은은한 빛</gr_RBW>이 사라지고,\n갑자기 찾아온 고요가 놀이 한바탕의 여운을 더욱 선명하게 만들었다.\n소피아와 일행은 아쉬움이 섞인 미소를 지으며 내려섰다.\n\n그 순간, 회전목마의 중앙 기둥에서 <gr_Y>작은 종이 한 장</gr_Y>이 바람에 이끌리듯 툭 떨어졌다.\n종이에는 희미하게 적혀 있었다.\n\n“즐거웠다면, 또 찾아오세요.”\n\n바람이 지나가며 종이를 멀리 데려가자, 모두는 잠시 그 자리에서 서로를 바라보며 웃었다.\n짧은 휴식이었지만, 다시 나아갈 힘을 충분히 얻은 듯했다.",皆が十分に楽しんだ頃、メリーゴーラウンドはゆっくりと速度を落とし、やがて静かに止まった。\n\n<gr_RBW>柔らかな光</gr_RBW>が消え、\n突然訪れた静寂が、先ほどまでの楽しさの余韻をより鮮明にした。\nソフィアたちは、どこか名残惜しそうな笑みを浮かべながら降り立った。\n\nその瞬間、メリーゴーラウンド中央の柱から<gr_Y>小さな紙片</gr_Y>が、\n風に導かれるようにひらりと落ちてきた。\nそこには薄く文字が記されていた。\n\n「楽しかったなら、また来てくださいね。」\n\n風が紙片を遠くへ連れ去っていくと、\n一行はしばらくその場で顔を見合わせ、微笑んだ。\n短い休息ではあったが、\n再び前へ進む力を十分に得られたようだった。
Event_ResultB2_11003,""" """,""" """,""" """
Event_Title_20001,The Transparent Goose,투명한 거위,透明のガチョウ
